name,email,phone,company,phone_cleaned,email_valid
Benjamin Lee,benjamin.lee@parker.com,(676)747-5246x86979,Stokes-Henson,676747524686979,True
Ian Evans,ian.evans@black.com,+1.410.732.0656x4542,Mckay Group,+141073206564542,True
James Burke,james.burke@stark.org,985 530 9688,"Matthews, Jackson and Clay Inc",9855309688,True
David Miller,david.miller@page.biz,678.937.3315,Sullivan Inc Technologies,6789373315,True
Angela Williamson,angela.williamson@meyer.com,698.313.0415,Stewart-Richards,6983130415,True
Autumn Mitchell,autumn.mitchell@parker-kramer.com,(860)478-4991x1035,Lopez-Bryant,86047849911035,True
Evan Gilbert,evan.gilbert@allen.com,+1 308 386 8827x977,"Mullins, Macias and Kelly Systems",+13083868827977,True
Tammy Schneider,tammy.schneider@nichols-taylor.net,703316 1979,Holloway-Cunningham,7033161979,True
William Miller,william.miller@morris-lamb.com,367 947 7983,Mccoy LLC,3679477983,True
Dillon Conley,dillon.conley@salazar.biz,+1-464-407-3666x05271,Hodges LLC Ltd,+1464407366605271,True
Christine Bass,christine.bass@thompson.com,295.743.0445x104,Warren-Gregory Solutions,2957430445104,True
Wesley Mcmillan,wesley.mcmillan@snyder.com,+1 941 951 9268x450,Barber-Colon,+19419519268450,True
Leslie Burton,leslie.burton@torres.com,3595027232,Carson Group,3595027232,True
Jacob Meyer,jacob.meyer@fuller.net,358.771.7832x78444,Greene Inc Solutions,358771783278444,True
Kevin Odonnell,kevin.odonnell@wong.com,001-739-522-4257x955,"Cunningham, Miller and Barber",0017395224257955,True
John Jacobson,john.jacobson@garrison.com,(869)311.8172x3760,"Chavez, Johnston and Barber",86931181723760,True
Rachel Davis,rachel.davis@miranda.info,761-443-8976x09494,"Sanders, Swanson and Hubbard",761443897609494,True
Arthur Fleming,arthur.fleming@porter.info,+1 895 929 7134,"Coffey, Maxwell and Cruz",+18959297134,True
Nicole Mills,nicole.mills@horn.com,+1 854 870 1200x613,Cobb-Taylor Inc,+18548701200613,True
Angelica Anderson,angelica.anderson@hudson.net,001-641-365-9619x877,"Lawson, Jones and Flores Group",0016413659619877,True
Samantha Gomez,samantha.gomez@molina.org,654 468 0120x658,"Ingram, Wilkerson and Quinn",6544680120658,True
Jonathan Blair,jonathan.blair@rogers-mcdonald.info,535-646-7240x027,"Smith, Robinson and Jensen Systems",5356467240027,True
Nathaniel Smith,nathaniel.smith@house.com,(891)931-6173x308,Ellis-Anderson Systems,8919316173308,True
Mary Cannon,mary.cannon@davis.com,001-970-217-1541x92436,Hendricks PLC,001970217154192436,True
Mary Gray,mary.gray@weiss.com,+1-612-889-1404,Lee-Young Solutions,+16128891404,True
Brian Johnson,brian.johnson@mcfarland.com,+1-571-660-0775,Clements LLC Corp,+15716600775,True
Tina Vincent,tina.vincent@williams.biz,999.277.8649x42029,"Maddox, James and Peterson",999277864942029,True
Michael Krueger,michael.krueger@mcmahon.biz,+1 542 592 9445x857,"Thompson, Robertson and Williams Ltd",+15425929445857,True
Anthony Thompson,anthony.thompson@brown.com,7923769901,"Wallace, Smith and Jacobs Ltd",7923769901,True
Kelly Griffin,kelly.griffin@davis-gray.net,(362)889-8316x83516,"Decker, Romero and Rivera Systems",362889831683516,True
Eric Greene,eric.greene@tran.com,001-488-451-3726x5200,Jones Inc,00148845137265200,True
Nicholas Williams,nicholas.williams@schmidt.info,582.454.6168,Campbell-Watts,5824546168,True
Rita Williams,rita @invalid-domain,681.801.2094x647,"Green, Jenkins and Smith Inc",6818012094647,False
Abigail Charles,abigail.charles@parker.com,(311)945-0176x36027,Jones Group Inc,311945017636027,True
Stephen Alvarez,stephen.alvarez@cruz.biz,001.999.265.3328x535,"Bentley, Mitchell and Carlson",0019992653328535,True
Christine Hernandez,christine.hernandez@russell.com,874 422 3872x94442,Cowan-Church,874422387294442,True
Chelsea Cortez,chelsea.cortez@pratt.org,+1-396-723-3867,Reed-Oliver,+13967233867,True
Ana Neal,ana@invalid-domain,334-650-8241,Hall-Taylor Services,3346508241,False
Sarah Thompson,sarah.thompson@ray-sellers.com,612.220.1648x01545,"White, Adams and Owens Technologies",612220164801545,True
Michelle Graham,michelle.graham@gilmore.org,607 826 0548,"Tapia, Marshall and Williams",6078260548,True
David Wilson,david.wilson@johnston.com,7059104482,Cobb-Johnson,7059104482,True
Joshua Baker,joshua.baker@gentry-jones.net,305.352.6624x86316,"Kane, Stephens and Taylor",305352662486316,True
John Morrison,john.morrison@douglas.com,451.683.7550,"Armstrong, Estrada and Taylor",4516837550,True
Tracie Schmidt,tracie.schmidt@garcia.net,833-290-7574x0427,"Rivera, Riley and Huber Technologies",83329075740427,True
George Huff,george.huff@allen.com,797.684.0681x1434,"Jackson, Richardson and Huynh Ltd",79768406811434,True
Christopher Alvarado,christopher.alvarado@ortiz.info,001.357.786.0852x21476,"Stuart, Molina and Jacobs",001357786085221476,True
Cory Barnett,cory.barnett@lopez-johnson.com,5979182288,"Grant, Walker and Whitaker",5979182288,True
Drew Hale,drew.hale@maldonado-dixon.com,+1.420.948.8126x95005,Garrett Group,+1420948812695005,True
William White,william@invalid-domain,7648747495,"Anderson, Austin and Stone",7648747495,False
David Allen,david.allen@padilla.com,001-619-654-0393,Aguirre LLC Systems,0016196540393,True
Ellen Griffin,ellen.griffin@beard.com,+1 538 357 8629x7500,"Campos, Nelson and Harris Group",+153835786297500,True
Matthew Terry,matthew@invalid-domain,949.561.5677,Brown-Mason Systems,9495615677,False
Ashley Cox,ashley .cox @morales-benson .com,001 334 491 8011x74331,Smith-Clark Services,001334491801174331,False
Donna Gray,donna.gray@haynes.biz,001-462-753-5658,Nelson and Sons,0014627535658,True
Lisa Frye,lisa.frye@solis-strickland.com,6815151067,"Lee, Hubbard and Johnson Ltd",6815151067,True
Tamara Robertson,tamara.robertson@taylor.com,579-963-7510x82975,"Sherman, Brandt and Young Inc",579963751082975,True
April Jordan,april.jordan@myers.info,001-507-298-1901x382,Morris-Andrews Systems,0015072981901382,True
Whitney Rosales,whitney.rosales@bailey.com,001 538 968 4234x53644,Herring LLC LLC,001538968423453644,True
Lindsay Taylor,lindsay.taylor@koch-foster.info,789-463-0285,"Ritter, Gonzalez and Phillips Services",7894630285,True
Trevor Hickman,trevor.hickman@diaz-tran.com,(320)846-1921x34383,Brooks-Harvey,320846192134383,True
Brian Sanchez,brian .sanchez @hernandez .com,335.787.2371x466,Rodriguez Inc Corp,3357872371466,False
Courtney Hamilton,courtney.hamilton@walker-riddle.biz,(485)334-0527x69619,"Fox, Fox and Mclaughlin LLC",485334052769619,True
Nancy Martin,nancy.martin@cardenas.com,374718 0983,"Scott, Martin and Garcia LLC",3747180983,True
Stephanie Payne,stephanie.payne@beck.com,+1 629 754 4831x680,Morales-Case,+16297544831680,True
Ryan Gonzalez,ryan.gonzalez@rodriguez.com,696-677-7511x30600,Roman Group Corp,696677751130600,True
Michael Contreras,michael..contreras@middleton.com,844 873 3854,Daugherty-Turner,8448733854,True
Caleb Reynolds,caleb.reynolds@montgomery.com,462-352-0356,Sanchez and Sons Services,4623520356,True
Daniel Reed,daniel.reed@hayes.org,+1-877-363-5412x45645,"Kim, Smith and Dodson",+1877363541245645,True
Jennifer Jones,jennifer.jones@cummings.com,527-679-1437x2830,Raymond PLC Ltd,52767914372830,True
Bruce Gibbs,bruce.gibbs@luna-meyers.com,437-322-6892x78186,Young Inc,437322689278186,True
Seth Moody,seth.moody@steele-washington.com,663.522.1970x9795,"White, Barnett and Manning Services",66352219709795,True
Diane Johnson,diane.johnson@parker-bryant.com,001-541-769-3571,Thompson-Campos,0015417693571,True
Amber Lee,amber.lee@green.com,001-417-776-7743x18597,Ayala PLC LLC,001417776774318597,True
Pamela Gordon,pamela.gordon@hopkins.com,(715)849-1907x830,Foster-Rodriguez Technologies,7158491907830,True
Diana Walker,diana.walker@sullivan.com,645-421-1289x970,Wang LLC,6454211289970,True
Amanda Anderson,amanda.anderson@miller-bradley.net,601-954-3262x5673,Reyes-Austin,60195432625673,True
Brett Reyes,brett.reyes@kelley.com,709.231.5267x26286,"Wallace, Rice and Martinez Corp",709231526726286,True
Kelly Smith,kelly.smith@parker.net,201746 4549x110,"Harris, Frank and Grant",2017464549110,True
Emily Willis,emily.willis@hooper.biz,873920 1811,Goodwin-Berry,8739201811,True
Eric Lee,eric.lee@ball-jackson.com,001 939 600 9995x264,Davis PLC,0019396009995264,True
Karla Pena,karla.pena@thomas.com,+1-216-630-3077x729,Stevenson-Jones,+12166303077729,True
Savannah Wells,savannah.wells@barnett-powers.com,436.429.2144x030,Taylor Inc Group,4364292144030,True
Erin Cox,erin.cox@phillips.com,4094980268,Cooley-Porter,4094980268,True
Troy Miles,troy.miles@colon-cruz.com,474-495-4517x73878,"Bailey, Johnson and Thompson",474495451773878,True
Shannon Moore,shannon.moore@hamilton.com,+1.688.216.1760x12063,"Clarke, Miller and Davis",+1688216176012063,True
Margaret Landry,margaret.landry@jones.com,901.217.7226x834,Graham-Baker Technologies,9012177226834,True
Sharon Davis,sharon.davis@barber.com,5488022130,Porter Inc,5488022130,True
Melissa Lester,melissa.lester@gill-chambers.biz,(489)639-5546x252,Cooper and Sons Group,4896395546252,True
Heather Kelley,heather.kelley@flores.net,873.844.6892x904,Rogers-Anderson,8738446892904,True
Scott Carter,scott.carter@austin.com,001-229-246-1321x25412,"Velez, Adams and Buchanan",001229246132125412,True
James Joyce,james.joyce@allen.biz,+1 318 318 7322x995,Cherry-Turner Technologies,+13183187322995,True
Ashley Carpenter,ashley.carpenter@rodriguez.com,6352912678,Gonzales-Valenzuela Ltd,6352912678,True
Lawrence Crawford,lawrence.crawford@wilkerson.com,(533)865-8746x783,Phillips-Becker,5338658746783,True
Lisa Johnson,lisa.johnson@wells.com,(697)879-4370,Bennett-Castillo Systems,6978794370,True
Brent Kramer,brent.kramer@clark.info,001-516-315-0733x55566,Johnson PLC Group,001516315073355566,True
Matthew Price,matthew.price@ramsey.com,(274)712-0036x3593,Gentry Inc,27471200363593,True
Christopher Vega,christopher.vega@dennis-sawyer.com,596.722.5860x24737,Hernandez Inc Group,596722586024737,True
Amy Stewart,amy.stewart@briggs.com,238-233-6357,Wilson-Riley Technologies,2382336357,True
Christie Lopez,christie.lopez@wilson.org,987.944.7050x63635,Blake Group Solutions,987944705063635,True
Andrew Perez,andrew.perez@torres-johnson.com,546.583.7474x78736,Mitchell LLC Systems,546583747478736,True
Jonathan Franklin,jonathan.franklin@davis.info,965.775.8322,"Whitney, Brewer and Navarro Group",9657758322,True
Ralph Hill,ralph.hill@villanueva-rios.com,+1 832 225 6373,Williams Group,+18322256373,True
Michael Durham,michael.durham@conway-wilson.biz,912-663-1605,Hudson-Hubbard,9126631605,True
Nicole James,nicole.james@moore.info,(554)920-1530x0913,"Rogers, Wilson and Wiggins Ltd",55492015300913,True
Sean Ho,sean.ho@black.com,+1 624 640 4775x27491,"Adams, Simmons and Gilmore Group",+1624640477527491,True
Kelly Cook,kelly.cook@oconnell.com,965.565.3281,"Carter, Glover and Tyler Solutions",9655653281,True
Dale Scott,dale.scott@allen.net,+1-956-927-8401,"James, James and Wilson",+19569278401,True
Michaela Hill,michaela.hill@mosley.com,+1-781-463-6520x388,"Oneal, Rivera and Clark Technologies",+17814636520388,True
Corey Williams,corey.williams@price.com,(808)751-0548x4732,Murray Group,80875105484732,True
Tami Smith,tami.smith@lewis.net,+1-497-295-9910x8773,"Steele, Gordon and Rivera",+149729599108773,True
Jennifer Pitts,jennifer.pitts@morris.org,4312320018,Pope and Sons,4312320018,True
Gregory Butler,gregory.butler@valentine.com,829.357.9305x2872,Patton-Burke,82935793052872,True
Penny Jones,penny.jones@ramirez-smith.com,001 313 203 7095x138,Mcpherson-Jackson,0013132037095138,True
Robert Scott,robert..scott@cohen-proctor.com,553-684-3503x15388,"Lopez, Burgess and Garcia",553684350315388,True
Hannah Williamson,hannah.williamson@andrews.info,+1.700.740.5007x72391,"Wilson, Black and Pierce LLC",+1700740500772391,True
Tammy Simon,tammy.simon@heath.com,633.367.0568x990,Wilson-Austin,6333670568990,True
Louis Allen,louis.allen@wells-weaver.com,001-823-842-9947x0459,Roberts Ltd Technologies,00182384299470459,True
Christopher Stanley,christopher.stanley@wright.com,365.766.6077x601,Walters-Jones Inc,3657666077601,True
Andrew Wood,andrew..wood@phillips.info,(254)382-6676x5771,Webster Ltd,25438266765771,True
Thomas Carrillo,thomas.carrillo@cherry-garrett.org,001 471 655 7312,Clark-Davis,0014716557312,True
Kathleen Taylor,kathleen.taylor@guerrero.biz,911778 9514x34975,Munoz-Cooper Solutions,911778951434975,True
Tiffany Pitts,tiffany.pitts@reyes-green.com,001 993 665 2993x82125,Rhodes-Mueller Services,001993665299382125,True
Penny Escobar,penny.escobar@wood.com,862916 0311,Allen-Garcia,8629160311,True
Jacob Estrada,jacob.estrada@rojas.biz,504661 0558x64168,"Acosta, Shepherd and Jackson",504661055864168,True
Donald Brown,donald.brown@montes.info,741-639-8029x383,Roman Ltd,7416398029383,True
Rebecca Ponce,rebecca.ponce@smith.net,+1 518 296 3819x4917,Henry-Chang,+151829638194917,True
Brian Garcia,brian.garcia@fitzgerald.info,359.539.6925x453,Wilson Inc,3595396925453,True
Joshua Powell,joshua.powell@cooper-rodriguez.com,700 998 2166x12640,"Henderson, Peters and Hoffman",700998216612640,True
Joshua Cross,joshua.cross@cobb.net,957 202 2334x6345,Thomas-Paul Inc,95720223346345,True
Adam Powers,adam.powers@thomas.com,761.830.6121,"Ramos, Tyler and Myers",7618306121,True
Nicole Terry,nicole.terry@ross.org,001.388.557.4412x71918,"Lawson, Byrd and Kelly Group",001388557441271918,True
Timothy Bowers,timothy.bowers@walton.net,(775)356.4937x364,Wilson-Burton,7753564937364,True
Matthew Huffman,matthew.huffman@brown.com,(845)504-1887,"Rios, Owen and Benton Solutions",8455041887,True
Derek Thomas,derek@invalid-domain,001.854.938.1436x90376,Davis and Sons,001854938143690376,False
Kathleen Sandoval,kathleen.sandoval@stokes.com,3974282600,"Porter, Wright and Velasquez Solutions",3974282600,True
Shannon Pratt,shannon.pratt@webb.com,374.975.5938x14133,Hudson Group Services,374975593814133,True
Jason Warren,jason.warren@johnson.com,613.619.6474x90866,Williamson-Harris,613619647490866,True
Brianna Bush,brianna.bush@williams.com,+1 267 609 2955,Wilson-Grant,+12676092955,True
David Kennedy,david.kennedy@reyes.biz,358.710.5980,Lynn-Moss,3587105980,True
Laura Baker,laura.baker@wang-brown.org,+1.354.751.4863x16368,Chase-Hart,+1354751486316368,True
Jocelyn Payne,jocelyn.payne@henderson.com,+1-666-213-9097,Sherman-Cruz Ltd,+16662139097,True
Krista Lambert,krista.lambert@boyd.com,682.971.0339x595,Brown-Hamilton,6829710339595,True
Abigail Young,abigail.young@patton.org,(232)291.6392x96403,Madden-Bonilla Inc,232291639296403,True
Robert Flores,robert@invalid-domain,6309701386,Travis-Lewis Solutions,6309701386,False
Michael Moody,michael.moody@bates.com,+1-441-472-3118x2482,"Bruce, Lewis and Hall Group",+144147231182482,True
Elizabeth Cross,elizabeth.cross@cook.com,631 582 1036,"Weiss, Williams and Pierce",6315821036,True
Thomas Phelps,thomas@invalid-domain,4712206720,Davis PLC Group,4712206720,False
Amanda Rios,amanda.rios@jackson.com,524450 1218x4339,Moss LLC,52445012184339,True
Denise Wright,denise@invalid-domain,219.218.8574x1594,Lam PLC,21921885741594,False
Kathy Stone,kathy.stone@harvey-brown.com,+1.688.240.0588,Reynolds Ltd Group,+16882400588,True
Angela Thomas,angela.thomas@lee-mcdonald.net,8518494312,Ford Inc Services,8518494312,True
James Dougherty,james.dougherty@dawson.com,635932 0156,Shannon Ltd,6359320156,True
Felicia Peterson,felicia.peterson@farrell.com,692.710.3859x236,Sanchez-Briggs Systems,6927103859236,True
George Daniel,george.daniel@moore.com,001 508 326 7888x916,Henderson Group LLC,0015083267888916,True
Kimberly Sullivan,kimberly.sullivan@evans.info,001-510-579-6195x5487,Bryant-Kelly Group,00151057961955487,True
Karen Melton,karen.melton@kline-anderson.com,(799)550-7879,Jordan-Moreno Technologies,7995507879,True
Kyle Diaz,kyle.diaz@cook.net,+1 330 908 7931x2327,Sullivan LLC,+133090879312327,True
Christina Ortiz,christina.ortiz@bailey-davis.net,5957872007,Mccoy-Leonard,5957872007,True
Mark Powers,mark.powers@patel.com,365511 5892,Smith-Ramirez,3655115892,True
Roberta Rice,roberta.rice@spencer-ferrell.com,+1-261-364-0074x4609,Fischer Group,+126136400744609,True
Johnathan Mendoza,johnathan.mendoza@martinez.info,930833 7632x57345,"Moon, Hicks and Poole Technologies",930833763257345,True
Jonathan Larsen,jonathan.larsen@lucero.com,+1-507-912-9079x38457,Bell and Sons Systems,+1507912907938457,True
Whitney Wolfe,whitney.wolfe@sawyer-wilson.org,001 456 457 2931x37341,Johnson PLC Ltd,001456457293137341,True
Amy Jones,amy.jones@preston.com,399.258.1140x774,"Willis, Ramirez and Hubbard Corp",3992581140774,True
Tammy Brown,tammy.brown@bowman.com,+1 542 251 0581x48908,Day-Nichols Corp,+1542251058148908,True
Tammy Matthews,tammy.matthews@jones.com,(352)428-5506x67281,Cabrera Inc,352428550667281,True
Jason Morales,jason.morales@lewis.com,622-669-9146,Griffin PLC,6226699146,True
Kristin Hogan,kristin.hogan@norris-reyes.com,(212)976.3504,"Woods, Porter and Anderson",2129763504,True
Brandon Smith,brandon.smith@chavez-hull.info,+1 583 347 5177x577,Williams Inc Corp,+15833475177577,True
Catherine Townsend,catherine.townsend@davis-booker.com,590-586-5038,Munoz Inc Ltd,5905865038,True
Andrew Davis,andrew.davis@joseph.com,(276)632-9655,"Cervantes, Smith and Arellano",2766329655,True
Jesse Le,jesse.le@smith.net,325-254-4919,Camacho-Perry,3252544919,True
Brenda Brooks,brenda.brooks@schmidt.net,(222)744-5020x164,Thomas-Young,2227445020164,True
Rhonda Singleton,rhonda.singleton@morris-malone.com,299.896.0828,Henry-Anderson Corp,2998960828,True
Thomas Kennedy,thomas.kennedy@hall.biz,+1-539-591-9912x322,Marquez-Taylor Ltd,+15395919912322,True
Paul Parker,paul.parker@foster.com,+1 217 336 6802,"Terry, Newman and Johnson",+12173366802,True
Kim Boyd,kim.boyd@nguyen.com,794.758.3762,"Gomez, Rosales and Cisneros",7947583762,True
John Brown,john..brown@weaver.com,001 863 408 8892x895,"Ortiz, Ashley and Murray Services",0018634088892895,True
Andrea Wright,andrea.wright@wilson-bridges.com,001.726.315.7332x459,Benson-Leon,0017263157332459,True
Cheryl Vasquez,cheryl.vasquez@smith-moreno.com,001 820 756 4518x14232,"Shannon, Aguilar and Simon Corp",001820756451814232,True
William Russell,william.russell@valdez.com,8499457477,"Welch, White and Contreras",8499457477,True
Peter Ramirez,peter.ramirez@miller-garcia.com,627.824.8004,Graves Ltd,6278248004,True
Reginald Dominguez,reginald..dominguez@smith.com,252.630.0471,Myers-Hess,2526300471,True
Jason Hernandez,jason.hernandez@benson-solomon.com,+1 753 423 9724x885,"Guerrero, Marshall and Robinson",+17534239724885,True
